head_UMLS_CUI	relation	tail_UMLS_CUI
C0028715	NDFRT	C1875199
C0036118	NDFRT	C0688943
C0018567	NDFRT	C0974946
C0525046	NDFRT	C0304386
C0009324	NDFRT	C0063076
C0032143	NDFRT	C0038454
C0009766	NDFRT	C0065865
C0358005	NDFRT	C0036974
C0011175	NDFRT	C0980203
C0977651	NDFRT	C0010200
C0020621	NDFRT	C0703807
C0033860	NDFRT	C3152634
C0702666	NDFRT	C0001627
C0059874	NDFRT	C0036220
C0023418	NDFRT	C1145742
C0014549	NDFRT	C0979448
C0036341	NDFRT	C0978702
C0020517	NDFRT	C2725533
C3248007	NDFRT	C0038814
C0042029	NDFRT	C0978760
C0975709	NDFRT	C0040558
C0042487	NDFRT	C0977421
C0020443	NDFRT	C1168713
C0030193	NDFRT	C1813146
C0242350	NDFRT	C1177116
C0008149	NDFRT	C0974671
C0025323	NDFRT	C0014938
C0023418	NDFRT	C0688496
C0600901	NDFRT	C0035222
C0019069	NDFRT	C0974449
C0038358	NDFRT	C1639157
C0982655	NDFRT	C0039590
C0035793	NDFRT	C3642620
C0020557	NDFRT	C0978970
C0013274	NDFRT	C3249119
C0015456	NDFRT	C4048373
C0018621	NDFRT	C0137440
C0242172	NDFRT	C4083326
C0020443	NDFRT	C0702291
C0018834	NDFRT	C0301464
C0151740	NDFRT	C3817091
C0026946	NDFRT	C3883363
C0011860	NDFRT	C1329024
C0003469	NDFRT	C0688605
C0033700	NDFRT	C0977109
C0035243	NDFRT	C0978676
C0001957	NDFRT	C4281828
C0011156	NDFRT	C0074281
C1269683	NDFRT	C0981444
C0304368	NDFRT	C0030319
C0014121	NDFRT	C0977099
C0019080	NDFRT	C4048651
C0033975	NDFRT	C1178567
C0974671	NDFRT	C0026919
C0006277	NDFRT	C0979190
C0035460	NDFRT	C0691222
C0042029	NDFRT	C0975397
C0704832	NDFRT	C0001139
C3203358	NDFRT	C1648910
C0015456	NDFRT	C0687828
C0025322	NDFRT	C1612366
C0011581	NDFRT	C0980856
C0974392	NDFRT	C0025303
C0042514	NDFRT	C0687764
C0003962	NDFRT	C0724624
C0268483	NDFRT	C4519800
C0030193	NDFRT	C2919058
C0001175	NDFRT	C0794856
C0005586	NDFRT	C0694021
C0786604	NDFRT	C0016509
C0026946	NDFRT	C0054259
C0028754	NDFRT	C1828761
C0009443	NDFRT	C0070563
C0018802	NDFRT	C0785949
C0023219	NDFRT	C0977581
C0032024	NDFRT	C0975772
C0030319	NDFRT	C0976322
C0977852	NDFRT	C0024307
C0024419	NDFRT	C4048562
C0003469	NDFRT	C0994395
C0025320	NDFRT	C0976794
C0013238	NDFRT	C0980200
C0008149	NDFRT	C2920329
C0042963	NDFRT	C0689398
C0026764	NDFRT	C1178367
C0004623	NDFRT	C0976709
C0033975	NDFRT	C4048907
C0873452	NDFRT	C0039614
C0700355	NDFRT	C0019655
C0027404	NDFRT	C0724568
C0040867	NDFRT	C0038013
C0011581	NDFRT	C0688677
C0024141	NDFRT	C3281778
C0919267	NDFRT	C0979252
C0002892	NDFRT	C0976021
C0018567	NDFRT	C0974945
C0006277	NDFRT	C0724713
C0030297	NDFRT	C3183457
C0007131	NDFRT	C1966725
C0041296	NDFRT	C0982034
C4282372	NDFRT	C0014549
C0034494	NDFRT	C0979941
C0003873	NDFRT	C2718624
C0033774	NDFRT	C0688673
C0011860	NDFRT	C0979548
C0690620	NDFRT	C0011608
C0017636	NDFRT	C0975285
C0042109	NDFRT	C0710299
C0981465	NDFRT	C0014175
C0689624	NDFRT	C0040262
C0059447	NDFRT	C0042514
C0020517	NDFRT	C0977024
C0024419	NDFRT	C0688230
C0014544	NDFRT	C1164890
C0018790	NDFRT	C1962146
C0019163	NDFRT	C1321197
C0002878	NDFRT	C2315416
C0020437	NDFRT	C3162412
C0010200	NDFRT	C0700533
C0162627	NDFRT	C1509430
C0525046	NDFRT	C3535408
C0038356	NDFRT	C0937761
C0040259	NDFRT	C0041660
C0019521	NDFRT	C0690657
C0780878	NDFRT	C0038034
C0019080	NDFRT	C1360328
C0085437	NDFRT	C0776194
C0027145	NDFRT	C0980695
C0035021	NDFRT	C3883332
C0011603	NDFRT	C0981050
C0011603	NDFRT	C0358980
C0004238	NDFRT	C1572732
C0014170	NDFRT	C1615782
C0030201	NDFRT	C0979203
C3536983	NDFRT	C1735407
C0011882	NDFRT	C1713721
C0981538	NDFRT	C0018021
C0011603	NDFRT	C0982452
C0975789	NDFRT	C0032024
C0006845	NDFRT	C0771029
C0009663	NDFRT	C0702984
C0018482	NDFRT	C0978760
C0689574	NDFRT	C0027726
C0026946	NDFRT	C2266971
C0030186	NDFRT	C0775260
C0036117	NDFRT	C0975518
C0013221	NDFRT	C0074774
C0030830	NDFRT	C0006057
C0011581	NDFRT	C1698387
C0026603	NDFRT	C0054120
C0005695	NDFRT	C0975275
C0014836	NDFRT	C0688335
C0009443	NDFRT	C0691927
C0007785	NDFRT	C0070166
C0076286	NDFRT	C0020452
C0775279	NDFRT	C0018133
C0393819	NDFRT	C0085297
C0007134	NDFRT	C0778070
C0015967	NDFRT	C0792391
C0011991	NDFRT	C0979101
C0006818	NDFRT	C1329126
C0011603	NDFRT	C0064582
C0020433	NDFRT	C0689952
C0040592	NDFRT	C3883334
C0071844	NDFRT	C0014742
C0027051	NDFRT	C0978610
C0013295	NDFRT	C1639157
C0691447	NDFRT	C0003811
C0038218	NDFRT	C0612688
C0006266	NDFRT	C0980568
C1458155	NDFRT	C1590188
C0038587	NDFRT	C0689153
C0007134	NDFRT	C3265882
C0002453	NDFRT	C0023610
C0018482	NDFRT	C0975397
C0020598	NDFRT	C3499910
C0013238	NDFRT	C0772981
C0011608	NDFRT	C1878312
C0003873	NDFRT	C0705970
C3887726	NDFRT	C0020217
C0032227	NDFRT	C0976556
C0038218	NDFRT	C0977582
C0014553	NDFRT	C0355667
C0030756	NDFRT	C0031962
C0014836	NDFRT	C0981212
C0020443	NDFRT	C1168684
C0023219	NDFRT	C2940736
C0018802	NDFRT	C4281900
C0021400	NDFRT	C2722736
C0029458	NDFRT	C0732025
C0032285	NDFRT	C3700911
C0014556	NDFRT	C0979502
C1112209	NDFRT	C1614009
C0027430	NDFRT	C0976121
C0032787	NDFRT	C0979169
C0038160	NDFRT	C0974723
C0020538	NDFRT	C0981283
C0010137	NDFRT	C0011633
C1576461	NDFRT	C0030319
C0036341	NDFRT	C0690654
C0040156	NDFRT	C0980701
C0011860	NDFRT	C0066535
C0037929	NDFRT	C0974731
C0042963	NDFRT	C0976413
C0014553	NDFRT	C0980845
C0002871	NDFRT	C0777942
C0037274	NDFRT	C0981682
C0013404	NDFRT	C0981600
C0020625	NDFRT	C0980177
C0006266	NDFRT	C0698118
C0027051	NDFRT	C0977415
C1712033	NDFRT	C0162627
C0042109	NDFRT	C0688333
C0018790	NDFRT	C0059447
C0007785	NDFRT	C0774350
C0022729	NDFRT	C0975416
C0002892	NDFRT	C0976012
C0036271	NDFRT	C0981502
C0919267	NDFRT	C0688230
C0013390	NDFRT	C0977713
C0026769	NDFRT	C0982234
C0039240	NDFRT	C0980977
C0004623	NDFRT	C2947911
C0000771	NDFRT	C0013617
C0003873	NDFRT	C1145763
C0004096	NDFRT	C1168689
C0018802	NDFRT	C0256103
C0004096	NDFRT	C0977295
C0032343	NDFRT	C1814228
C0027051	NDFRT	C1572621
C0014121	NDFRT	C0974350
C0030193	NDFRT	C0596008
C0242698	NDFRT	C0705909
C0036572	NDFRT	C0980837
C0079153	NDFRT	C2370143
C0042571	NDFRT	C0976414
C0023219	NDFRT	C0980817
C0975420	NDFRT	C0038941
C0027051	NDFRT	C3888231
C0038356	NDFRT	C3847978
C0162627	NDFRT	C0975456
C0428977	NDFRT	C0994338
C0029408	NDFRT	C0775886
C0016509	NDFRT	C0352501
C1540912	NDFRT	C0937507
C0038395	NDFRT	C0778566
C0038358	NDFRT	C0693107
C0991735	NDFRT	C0014849
C0042109	NDFRT	C0724662
C0042029	NDFRT	C0975416
C0030186	NDFRT	C0286030
C0038160	NDFRT	C1591024
C0019112	NDFRT	C0689119
C0007785	NDFRT	C0774351
C0975242	NDFRT	C0035258
C0995114	NDFRT	C0034065
C0014752	NDFRT	C1608287
C0009324	NDFRT	C0976129
C0036271	NDFRT	C0980092
C0004623	NDFRT	C0977109
C0020619	NDFRT	C0980523
C1964499	NDFRT	C0920350
C0011880	NDFRT	C1949544
C0042510	NDFRT	C0700548
C0033775	NDFRT	C0775571
C1613982	NDFRT	C0040921
C0020517	NDFRT	C0981368
C0004096	NDFRT	C0709757
C0011615	NDFRT	C3475333
C0035243	NDFRT	C1967129
C0779981	NDFRT	C0033860
C0000771	NDFRT	C0981198
C0011615	NDFRT	C0589753
C0009324	NDFRT	C1828651
C0029944	NDFRT	C1320353
C0021368	NDFRT	C0774350
C0038358	NDFRT	C0976394
C0979938	NDFRT	C0004576
C0003578	NDFRT	C0980596
C0034065	NDFRT	C4082712
C0013390	NDFRT	C1289957
C0001723	NDFRT	C0020934
C0018834	NDFRT	C0591789
C0980711	NDFRT	C0920350
C0015967	NDFRT	C1531801
C0039128	NDFRT	C0688766
C0014170	NDFRT	C1996101
C0004096	NDFRT	C2369294
C0026946	NDFRT	C0981378
C0035457	NDFRT	C3154345
C0042029	NDFRT	C3854019
C0037199	NDFRT	C1177547
C0026764	NDFRT	C1816331
C1263846	NDFRT	C1168696
C0030193	NDFRT	C0974602
C0039590	NDFRT	C3847979
C0004626	NDFRT	C0975406
C0026636	NDFRT	C1573240
C0071810	NDFRT	C0016167
C0071844	NDFRT	C0011615
C0085313	NDFRT	C0012341
C0981499	NDFRT	C0040517
C0001261	NDFRT	C0979330
C0020542	NDFRT	C0982815
C0036572	NDFRT	C1532849
C0027404	NDFRT	C1329607
C0032787	NDFRT	C0979821
C0035457	NDFRT	C0031408
C0024473	NDFRT	C4025981
C0975388	NDFRT	C1258225
C0014547	NDFRT	C0689961
C0018567	NDFRT	C0977581
C0017168	NDFRT	C3185136
C0035436	NDFRT	C4051094
C0784200	NDFRT	C0015674
C0007642	NDFRT	C0979164
C0033860	NDFRT	C0980414
C0149778	NDFRT	C0688955
C0015456	NDFRT	C1966727
C0015503	NDFRT	C4058272
C0398650	NDFRT	C0715191
C0043515	NDFRT	C3540733
C0033817	NDFRT	C1145602
C0976727	NDFRT	C0008149
C0030193	NDFRT	C0689341
C0003175	NDFRT	C3887716
C0009766	NDFRT	C0724679
C0001623	NDFRT	C0980820
C0028754	NDFRT	C0031411
C0033860	NDFRT	C3858012
C0521933	NDFRT	C0026205
C1699236	NDFRT	C0033578
C0042487	NDFRT	C1831808
C0085297	NDFRT	C0011633
C0011860	NDFRT	C0977802
C0149721	NDFRT	C0692785
C0014806	NDFRT	C0015404
C0029458	NDFRT	C0976766
C0010692	NDFRT	C1145701
C0038013	NDFRT	C0702912
C0002395	NDFRT	C0772415
C0032787	NDFRT	C0977171
C0011581	NDFRT	C2729774
C0750848	NDFRT	C0036271
C0022081	NDFRT	C0057598
C0040592	NDFRT	C0976557
C0008354	NDFRT	C1697109
C0520909	NDFRT	C0979116
C0978962	NDFRT	C0085096
C0149931	NDFRT	C0590815
C0038160	NDFRT	C0981211
C0009375	NDFRT	C0976974
C4026799	NDFRT	C0027794
C0004239	NDFRT	C0709759
C0011608	NDFRT	C0976128
C0030193	NDFRT	C2710874
C0039128	NDFRT	C0937589
C0035793	NDFRT	C3883333
C0015404	NDFRT	C0974725
C0016412	NDFRT	C4082940
C0034067	NDFRT	C0974227
C0023448	NDFRT	C0980492
C0009324	NDFRT	C3475343
C0022570	NDFRT	C0977724
C0886883	NDFRT	C0014553
C0020598	NDFRT	C0975171
C0017168	NDFRT	C0993190
C0020619	NDFRT	C1965187
C0025323	NDFRT	C0071553
C0031762	NDFRT	C0979280
C0004239	NDFRT	C0724633
C1535939	NDFRT	C0975709
C0011334	NDFRT	C0973818
C0700578	NDFRT	C2937421
C0001723	NDFRT	C0689818
C0520909	NDFRT	C0355390
C3892227	NDFRT	C0040136
C0030200	NDFRT	C0778846
C0001206	NDFRT	C0546852
C0030193	NDFRT	C0694191
C0018482	NDFRT	C0975416
C0030193	NDFRT	C2920039
C0002962	NDFRT	C0690582
C0700345	NDFRT	C0977124
C0017668	NDFRT	C0976048
C0687905	NDFRT	C0038034
C0020619	NDFRT	C0875665
C0038160	NDFRT	C0980951
C0025323	NDFRT	C0976783
C0027051	NDFRT	C0688626
C0006444	NDFRT	C2702455
C0977581	NDFRT	C0033775
C0019693	NDFRT	C2917373
C0002962	NDFRT	C0978002
C0004576	NDFRT	C0034422
C0037278	NDFRT	C0031955
C0013295	NDFRT	C0693107
C0042963	NDFRT	C0980647
C0979271	NDFRT	C0232488
C0018133	NDFRT	C4046163
C0038395	NDFRT	C0776242
C0018802	NDFRT	C0977998
C2723479	NDFRT	C0035460
C0020517	NDFRT	C0028906
C0018802	NDFRT	C0772515
C0026936	NDFRT	C1697109
C0023418	NDFRT	C0978973
C0030193	NDFRT	C0688673
C1533369	NDFRT	C0026936
C1533702	NDFRT	C0041976
C1720695	NDFRT	C0005943
C0024530	NDFRT	C0690267
C0019829	NDFRT	C4082897
C0035460	NDFRT	C0979484
C0029458	NDFRT	C0976764
C0023219	NDFRT	C0982911
C0010414	NDFRT	C0027444
C0016412	NDFRT	C0691452
C1458155	NDFRT	C2960922
C0015404	NDFRT	C0775600
C0011615	NDFRT	C0138273
C0020538	NDFRT	C0937506
C0035585	NDFRT	C0975518
C0009326	NDFRT	C0975946
C0034065	NDFRT	C0977396
C0035460	NDFRT	C0546853
C0003873	NDFRT	C0691147
C0035435	NDFRT	C0688497
C0005943	NDFRT	C0055015
C0979789	NDFRT	C0027497
C0023219	NDFRT	C3556742
C0033860	NDFRT	C2731246
C3883183	NDFRT	C0014852
C0027430	NDFRT	C0795284
C0042963	NDFRT	C0980847
C0040425	NDFRT	C1327691
C0687827	NDFRT	C0021368
C0029878	NDFRT	C0974893
C0032064	NDFRT	C3883332
C0030193	NDFRT	C0689185
C0007134	NDFRT	C0021734
C0770920	NDFRT	C0011881
C0600142	NDFRT	C0773954
C0018802	NDFRT	C1329317
C0024141	NDFRT	C0980820
C0035457	NDFRT	C0975056
C0016509	NDFRT	C0775271
C0005586	NDFRT	C1585813
C0033578	NDFRT	C0976787
C0689957	NDFRT	C0009952
C0029878	NDFRT	C4073545
C1458155	NDFRT	C1693433
C0038160	NDFRT	C0974671
C0032787	NDFRT	C0978884
C0032961	NDFRT	C0982393
C0009324	NDFRT	C0993184
C0019112	NDFRT	C0724660
C0007873	NDFRT	C4082678
C0021400	NDFRT	C0977750
C0040778	NDFRT	C0038436
C3871612	NDFRT	C0029408
C0018081	NDFRT	C0975675
C0041976	NDFRT	C0976713
C0030193	NDFRT	C0282108
C0009324	NDFRT	C1167570
C0041976	NDFRT	C0688768
C4522643	NDFRT	C0035460
C0688044	NDFRT	C0020619
C0003811	NDFRT	C0978720
C0014547	NDFRT	C0979729
C0079153	NDFRT	C0980286
C0038356	NDFRT	C4048963
C4281925	NDFRT	C0021051
C0034065	NDFRT	C0976068
C0035460	NDFRT	C1298492
C0036572	NDFRT	C0974315
C0000771	NDFRT	C0691944
C0042029	NDFRT	C0978526
C0085436	NDFRT	C4521099
C0040038	NDFRT	C0995114
C0011615	NDFRT	C0690860
C0020649	NDFRT	C0976680
C0041327	NDFRT	C0781269
C0600142	NDFRT	C0732025
C0020456	NDFRT	C1532971
C0011581	NDFRT	C2740386
C0018790	NDFRT	C0976677
C0776123	NDFRT	C2931618
C0009324	NDFRT	C0980812
C0035457	NDFRT	C0296800
C0033860	NDFRT	C1691761
C0004626	NDFRT	C0688391
C0029443	NDFRT	C0982292
C0042018	NDFRT	C0980249
C0085215	NDFRT	C1572625
C0020517	NDFRT	C0982286
C0030201	NDFRT	C0981491
C0038358	NDFRT	C0694331
C0027404	NDFRT	C1695322
C0039590	NDFRT	C0689542
C0006849	NDFRT	C1812975
C4048724	NDFRT	C0085436
C0017168	NDFRT	C3540733
C0978136	NDFRT	C0023241
C0004096	NDFRT	C0980584
C0014836	NDFRT	C0009315
C0022602	NDFRT	C4256542
C0022568	NDFRT	C0770565
C0017181	NDFRT	C0974179
C0001623	NDFRT	C0690124
C0023434	NDFRT	C3666907
C0040336	NDFRT	C1329122
C0003868	NDFRT	C0705898
C0036974	NDFRT	C0612688
C0008497	NDFRT	C0708282
C0040262	NDFRT	C0689303
C0028840	NDFRT	C0024730
C0026603	NDFRT	C0976412
C3152805	NDFRT	C0030783
C0014547	NDFRT	C3160384
C0054480	NDFRT	C0022104
C1966259	NDFRT	C0040262
C0027121	NDFRT	C0979147
C0036974	NDFRT	C0977582
C0059562	NDFRT	C0017160
C0018802	NDFRT	C1724678
C0033860	NDFRT	C2356356
C0020538	NDFRT	C0979390
C0020217	NDFRT	C3847976
C1112209	NDFRT	C0776168
C0006846	NDFRT	C0691618
C0001175	NDFRT	C2355956
C0033700	NDFRT	C0781559
C0035460	NDFRT	C1995668
C0040259	NDFRT	C3267387
C2684049	NDFRT	C0021368
C0038395	NDFRT	C0704716
C0029458	NDFRT	C1616754
C0689187	NDFRT	C1263846
C0976376	NDFRT	C0018802
C0011581	NDFRT	C0687887
C0030186	NDFRT	C3182109
C0018802	NDFRT	C0689068
C0038160	NDFRT	C1965880
C0149931	NDFRT	C0980025
C0038160	NDFRT	C0975701
C0688880	NDFRT	C0008582
C0022661	NDFRT	C1572402
C0004623	NDFRT	C0977103
C1344447	NDFRT	C0007873
C0688435	NDFRT	C0035335
C0149778	NDFRT	C0700446
C0149925	NDFRT	C1966725
C0014836	NDFRT	C0978676
C0011991	NDFRT	C0033979
C0043515	NDFRT	C0979939
C0030200	NDFRT	C0978728
C0018794	NDFRT	C0282151
C0009766	NDFRT	C2718638
C0004352	NDFRT	C1319651
C0162628	NDFRT	C0947651
C0976651	NDFRT	C0035455
C0041466	NDFRT	C1177545
C2981143	NDFRT	C0014742
C0022729	NDFRT	C0688221
C0018834	NDFRT	C1363003
C0013221	NDFRT	C0596005
C1269683	NDFRT	C0979916
C1590956	NDFRT	C0004096
C0018802	NDFRT	C1164973
C0026838	NDFRT	C0689483
C0033578	NDFRT	C0059610
C0019163	NDFRT	C3888170
C0162627	NDFRT	C0688955
C0030193	NDFRT	C0980539
C0032024	NDFRT	C0785584
C0019112	NDFRT	C0357997
C0038395	NDFRT	C0978213
C0042510	NDFRT	C0981416
C2937421	NDFRT	C4520886
C1572086	NDFRT	C0019521
C0991838	NDFRT	C0010200
C0029878	NDFRT	C0975030
C0003469	NDFRT	C0688235
C0020625	NDFRT	C1168733
C0003460	NDFRT	C0978344
C0163055	NDFRT	C0026838
C0042875	NDFRT	C0981126
C0976720	NDFRT	C0041976
C0034065	NDFRT	C0689042
C0007131	NDFRT	C3855202
C0011615	NDFRT	C2608733
C0060228	NDFRT	C0002884
C0036982	NDFRT	C0980226
C0919267	NDFRT	C4324924
C0003578	NDFRT	C0975107
C0980808	NDFRT	C0003868
C0002962	NDFRT	C0030858
C0038160	NDFRT	C0975386
C0033775	NDFRT	C0775264
C0018802	NDFRT	C0689201
C0428977	NDFRT	C0981750
C0038941	NDFRT	C0982179
C0689815	NDFRT	C1263846
C0018567	NDFRT	C0051556
C0042029	NDFRT	C0688221
C0238111	NDFRT	C2701082
C0162526	NDFRT	C0976946
C0042963	NDFRT	C0689399
C0021890	NDFRT	C0774475
C0020517	NDFRT	C2727054
C0001487	NDFRT	C2240739
C0004626	NDFRT	C3887716
C0039590	NDFRT	C0042671
C0029408	NDFRT	C4057848
C0001957	NDFRT	C0009033
C0001627	NDFRT	C0689116
C0027726	NDFRT	C0001655
C2700654	NDFRT	C0525045
C0781943	NDFRT	C0029458
C3665596	NDFRT	C0979011
C0770560	NDFRT	C0035435
C0042769	NDFRT	C0772488
C0079487	NDFRT	C1816183
C0009806	NDFRT	C0815310
C0974654	NDFRT	C0037188
C0013395	NDFRT	C0702906
C0021390	NDFRT	C3864327
C0022729	NDFRT	C0028902
C0036220	NDFRT	C3249479
C0979316	NDFRT	C0006057
C0040592	NDFRT	C3887736
C0020619	NDFRT	C0773936
C0014544	NDFRT	C2700656
C0057598	NDFRT	C0024141
C0600142	NDFRT	C0976766
C0024141	NDFRT	C0690124
C0011616	NDFRT	C0689110
C0004239	NDFRT	C0976466
C0042035	NDFRT	C1572550
C0006818	NDFRT	C3883335
C0020517	NDFRT	C0949117
C0040558	NDFRT	C0690671
C0033975	NDFRT	C0981659
C0033975	NDFRT	C0979406
C0001255	NDFRT	C0975704
C0006818	NDFRT	C1744622
C0033578	NDFRT	C1965187
C0703522	NDFRT	C0036980
C0037274	NDFRT	C0979700
C0978958	NDFRT	C0085096
C0033975	NDFRT	C0355077
C0032269	NDFRT	C4033933
C3495559	NDFRT	C1122087
C0018802	NDFRT	C0689704
C3820055	NDFRT	C0021368
C0976553	NDFRT	C0024530
C0006625	NDFRT	C1613533
C0017612	NDFRT	C0979494
C0013295	NDFRT	C0694331
C0032343	NDFRT	C0693058
C0002170	NDFRT	C0982111
C0033578	NDFRT	C0875665
C0874211	NDFRT	C0024141
C0043515	NDFRT	C1168824
C0027051	NDFRT	C1329326
C4281894	NDFRT	C0162627
C1736209	NDFRT	C0019655
C0001144	NDFRT	C0937673
C0004096	NDFRT	C1165184
C0077004	NDFRT	C0011608
C0037278	NDFRT	C0055361
C0015456	NDFRT	C0082787
C0011581	NDFRT	C0980968
C0002880	NDFRT	C0085297
C3495559	NDFRT	C3888175
C0018099	NDFRT	C0074814
C0085307	NDFRT	C0978216
C0014358	NDFRT	C0004599
C0022729	NDFRT	C0873024
C0027051	NDFRT	C0981139
C0004096	NDFRT	C0304431
C0020540	NDFRT	C0733398
C0009324	NDFRT	C0979114
C0004096	NDFRT	C1967976
C0014547	NDFRT	C3247936
C0030193	NDFRT	C0974616
C0014121	NDFRT	C0979172
C0040479	NDFRT	C0691603
C0037199	NDFRT	C0977292
C0162316	NDFRT	C0060231
C1879357	NDFRT	C0027726
C0027051	NDFRT	C0979035
C4048565	NDFRT	C0035412
C0001623	NDFRT	C0784786
C0030568	NDFRT	C0731939
C1269683	NDFRT	C4033641
C0006266	NDFRT	C1363496
C0036341	NDFRT	C2718479
C0034067	NDFRT	C3858084
C0026838	NDFRT	C1964982
C0009450	NDFRT	C0775460
C0011175	NDFRT	C4282056
C0017168	NDFRT	C0691120
C1095916	NDFRT	C0042485
C0018021	NDFRT	C0710135
C0013390	NDFRT	C1577516
C0041296	NDFRT	C0690879
C0038436	NDFRT	C0771019
C0398650	NDFRT	C1697123
C0025303	NDFRT	C0982822
C0011581	NDFRT	C0700523
C0689266	NDFRT	C0007166
C0029291	NDFRT	C0708686
C0014121	NDFRT	C0007538
C3668775	NDFRT	C0038356
C0014121	NDFRT	C1712033
C0027404	NDFRT	C4082946
C0038160	NDFRT	C2744850
C0013295	NDFRT	C0688351
C0038941	NDFRT	C0977183
C0033817	NDFRT	C0975366
C0689204	NDFRT	C0038013
C0038941	NDFRT	C4018432
C0600142	NDFRT	C0976764
C0015456	NDFRT	C2684034
C0004239	NDFRT	C0709787
C0017668	NDFRT	C0715724
C0020437	NDFRT	C0040864
C0021368	NDFRT	C4082214
C0042109	NDFRT	C0979818
C0019655	NDFRT	C0688878
C0027051	NDFRT	C0978185
C0014743	NDFRT	C1178367
C0691927	NDFRT	C0268483
C0002878	NDFRT	C0979743
C0041408	NDFRT	C1995609
C0002962	NDFRT	C0979358
C0031069	NDFRT	C0975886
C0688877	NDFRT	C0032285
C0982452	NDFRT	C0043349
C0033774	NDFRT	C0352509
C0393593	NDFRT	C0687824
C0019112	NDFRT	C0775263
C0151827	NDFRT	C1562105
C0042109	NDFRT	C0976857
C0043251	NDFRT	C0772695
C0692427	NDFRT	C0040156
C0033581	NDFRT	C0692824
C0875668	NDFRT	C0029458
C0038395	NDFRT	C0041165
C0002962	NDFRT	C0690024
C0011616	NDFRT	C0974175
C0991733	NDFRT	C0009450
C0003578	NDFRT	C0304441
C0018081	NDFRT	C0282104
C0027121	NDFRT	C0688319
C0035457	NDFRT	C1967857
C0017168	NDFRT	C0979939
C0033860	NDFRT	C0991740
C0025322	NDFRT	C0976753
C0020621	NDFRT	C0775824
C0004623	NDFRT	C1345075
C0002453	NDFRT	C0993195
C0036271	NDFRT	C0040866
C0687786	NDFRT	C0276226
C0002871	NDFRT	C0887557
C0021603	NDFRT	C0978249
C0039240	NDFRT	C0980973
C0018790	NDFRT	C1967802
C0689174	NDFRT	C0038013
C0003811	NDFRT	C0700465
C0037763	NDFRT	C0690177
C0035457	NDFRT	C3855297
C0018802	NDFRT	C0689067
C0006266	NDFRT	C0014479
C0004669	NDFRT	C4018432
C0691133	NDFRT	C0007787
C0014869	NDFRT	C0976394
C0751850	NDFRT	C1342543
C0006266	NDFRT	C1161581
C0006266	NDFRT	C0975952
C0014170	NDFRT	C3666908
C0014836	NDFRT	C0982062
C0027051	NDFRT	C1712083
C0014394	NDFRT	C0689429
C0014549	NDFRT	C0979505
C0018794	NDFRT	C0976662
C0015967	NDFRT	C0689175
C0009324	NDFRT	C0982369
C0030193	NDFRT	C0073999
C0977628	NDFRT	C0036974
C0525046	NDFRT	C1320175
C0025323	NDFRT	C1509419
C3663756	NDFRT	C0040259
C0039240	NDFRT	C0872593
C0979270	NDFRT	C0232488
C0022729	NDFRT	C0975455
C0006444	NDFRT	C1814982
C0009806	NDFRT	C0993226
C0037274	NDFRT	C1095916
C0039240	NDFRT	C0791422
C0003175	NDFRT	C1965692
C0036341	NDFRT	C0975607
C0020542	NDFRT	C2240777
C0015379	NDFRT	C0020197
C0018133	NDFRT	C0600901
C2979922	NDFRT	C0003873
C0021368	NDFRT	C1591231
C0018099	NDFRT	C0687813
C4301005	NDFRT	C0006434
C0003578	NDFRT	C0709710
C0026603	NDFRT	C0710299
C0042487	NDFRT	C3888051
C1711788	NDFRT	C0035457
C0029291	NDFRT	C0979230
C0003490	NDFRT	C0772685
C0013221	NDFRT	C0974651
C0162627	NDFRT	C0700446
C0037274	NDFRT	C0981267
C0979341	NDFRT	C0025303
C0009766	NDFRT	C1318736
C0024141	NDFRT	C0784786
C1967802	NDFRT	C0004096
C0040156	NDFRT	C0707596
C0001623	NDFRT	C0700546
C0004623	NDFRT	C0975711
C0006846	NDFRT	C0979076
C0979757	NDFRT	C0002880
C0020538	NDFRT	C1576813
C0027051	NDFRT	C0977421
C0042963	NDFRT	C0774200
C0011581	NDFRT	C4048203
C0033975	NDFRT	C0025497
C0689291	NDFRT	C0003850
C0032914	NDFRT	C0974621
C0002871	NDFRT	C0781339
C0975693	NDFRT	C0079487
C0014544	NDFRT	C0872810
C0026948	NDFRT	C2242196
C0020621	NDFRT	C4282256
C0011608	NDFRT	C0690618
C0242350	NDFRT	C0773936
C0690291	NDFRT	C0162526
C0035229	NDFRT	C0979219
C0040136	NDFRT	C0782033
C1589847	NDFRT	C0024307
C0029408	NDFRT	C0592676
C0040479	NDFRT	C0778281
C0032797	NDFRT	C0979244
C1535939	NDFRT	C0688360
C0027051	NDFRT	C0688618
C0977097	NDFRT	C0015404
C1572143	NDFRT	C0029408
C0018482	NDFRT	C0873024
C0042514	NDFRT	C1377786
C0017168	NDFRT	C1168824
C0014752	NDFRT	C0775600
C0032787	NDFRT	C0689045
C0024031	NDFRT	C0980741
C0079774	NDFRT	C1721300
C0040262	NDFRT	C0546862
C0979061	NDFRT	C0003469
C2920197	NDFRT	C0035243
C0009806	NDFRT	C1122975
C0011991	NDFRT	C0975676
C0005586	NDFRT	C0975759
C0236964	NDFRT	C0975611
C0978635	NDFRT	C0700345
C0546860	NDFRT	C0040517
C0006849	NDFRT	C4048725
C0032343	NDFRT	C0705278
C0004096	NDFRT	C0976123
