head	relation	tail
C0778556	subgroupOf	C0025746
C0779136	subgroupOf	C0055361
C3254881	subgroupOf	C1871526
C1531888	subgroupOf	C0014912
C0977322	subgroupOf	C0018305
C0974195	subgroupOf	C0002371
C4306827	subgroupOf	C0057258
C0309874	subgroupOf	C0033148
C0691136	subgroupOf	C0004057
C1167570	subgroupOf	C0063077
C1877646	subgroupOf	C0137440
C0981440	subgroupOf	C0242293
C0691726	subgroupOf	C0022092
C0979900	subgroupOf	C0700496
C3248007	subgroupOf	C0043491
C0977995	subgroupOf	C0282210
C0690128	subgroupOf	C0032952
C1995607	subgroupOf	C2733637
C1827305	subgroupOf	C0079691
C0691095	subgroupOf	C0000970
C0980865	subgroupOf	C0041090
C4018028	subgroupOf	C2699758
C0689952	subgroupOf	C0031412
C0706155	subgroupOf	C0054040
C0774543	subgroupOf	C0356649
C1532449	subgroupOf	C0087000
C1712055	subgroupOf	C0770150
C2961839	subgroupOf	C0015846
C0693107	subgroupOf	C0034665
C0980704	subgroupOf	C0040134
C0706055	subgroupOf	C0543450
C1329801	subgroupOf	C0700579
C0690207	subgroupOf	C0033511
C0689385	subgroupOf	C0085217
C0991722	subgroupOf	C0028027
C2917663	subgroupOf	C1695579
C4306818	subgroupOf	C1739826
C0876575	subgroupOf	C0030800
C1740872	subgroupOf	C0027996
C2719586	subgroupOf	C1815010
C4073595	subgroupOf	C2000145
C2343197	subgroupOf	C2608550
C3531431	subgroupOf	C0023660
C1951493	subgroupOf	C1967434
C0688439	subgroupOf	C0010592
C0975746	subgroupOf	C0009074
C0981623	subgroupOf	C0540623
C0979743	subgroupOf	C0032950
C0978360	subgroupOf	C0282227
C0687885	subgroupOf	C0718495
C2980158	subgroupOf	C0965618
C0974339	subgroupOf	C0002645
C0980180	subgroupOf	C0003968
C0975553	subgroupOf	C0055463
C0981651	subgroupOf	C0030864
C4018714	subgroupOf	C0700545
C0982887	subgroupOf	C0038425
C0688562	subgroupOf	C0012010
C0979298	subgroupOf	C0030557
C0788107	subgroupOf	C0004057
C0975515	subgroupOf	C0008168
C0979709	subgroupOf	C0032856
C3883336	subgroupOf	C0700451
C1873924	subgroupOf	C0076275
C1996457	subgroupOf	C1996349
C4033641	subgroupOf	C3885614
C0704029	subgroupOf	C0026156
C0709759	subgroupOf	C0700579
C1962114	subgroupOf	C0087000
C1359423	subgroupOf	C0042105
C0981509	subgroupOf	C0022176
C0693235	subgroupOf	C0001047
C0977009	subgroupOf	C0016410
C0782197	subgroupOf	C0041090
C1329125	subgroupOf	C0057144
C3537518	subgroupOf	C1313616
C0975527	subgroupOf	C0055361
C0690750	subgroupOf	C0724441
C0689783	subgroupOf	C0017887
C4018277	subgroupOf	C1619629
C0979447	subgroupOf	C0031412
C0978736	subgroupOf	C0066814
C3204562	subgroupOf	C2350089
C0688332	subgroupOf	C0008783
C0977195	subgroupOf	C0017861
C0982629	subgroupOf	C0700480
C0979146	subgroupOf	C0029310
C1168828	subgroupOf	C0006405
C2369952	subgroupOf	C0068475
C3887715	subgroupOf	C0058731
C0791381	subgroupOf	C0700579
C0689321	subgroupOf	C0023413
C0690349	subgroupOf	C0037508
C0776453	subgroupOf	C0066105
C0979145	subgroupOf	C0029310
C0979947	subgroupOf	C0034665
C2937905	subgroupOf	C0025368
C0978467	subgroupOf	C0025497
C0977103	subgroupOf	C3854019
C1961880	subgroupOf	C1701455
C0690307	subgroupOf	C0036442
C0688932	subgroupOf	C0016377
C4048840	subgroupOf	C0066814
C1814228	subgroupOf	C0139449
C0976881	subgroupOf	C0015846
C0708928	subgroupOf	C0600311
C1995199	subgroupOf	C0001047
C0690432	subgroupOf	C0038792
C0981584	subgroupOf	C0721688
C0689631	subgroupOf	C0026187
C0980197	subgroupOf	C0037494
C0978502	subgroupOf	C0721688
C4083392	subgroupOf	C1699861
C0784916	subgroupOf	C0546869
C2315499	subgroupOf	C2721771
C4048627	subgroupOf	C0010927
C3268012	subgroupOf	C0017970
C3530490	subgroupOf	C1530889
C0978003	subgroupOf	C0022252
C0688818	subgroupOf	C0014963
C0592454	subgroupOf	C0209368
C0975754	subgroupOf	C0009079
C3538470	subgroupOf	C0546869
C0773380	subgroupOf	C0017725
C0709762	subgroupOf	C0700579
C0691944	subgroupOf	C0042878
C0357303	subgroupOf	C0073983
C1365801	subgroupOf	C0079691
C0688333	subgroupOf	C0008783
C0979205	subgroupOf	C0282274
C0981731	subgroupOf	C0529793
C2919957	subgroupOf	C0009079
C3848729	subgroupOf	C3490348
C0691677	subgroupOf	C0070570
C0795274	subgroupOf	C0032857
C1563261	subgroupOf	C0245561
C4080637	subgroupOf	C0025219
C0981184	subgroupOf	C0380393
C0980136	subgroupOf	C3489575
C0978681	subgroupOf	C0085174
C0358078	subgroupOf	C0040845
C0693923	subgroupOf	C3489575
C0774571	subgroupOf	C0699440
C1967442	subgroupOf	C0033228
C4046832	subgroupOf	C4046832
C1169842	subgroupOf	C0700545
C0785722	subgroupOf	C0717537
C0689008	subgroupOf	C0018312
C0689865	subgroupOf	C0029997
C0689911	subgroupOf	C0030817
C1347741	subgroupOf	C0009074
C0974324	subgroupOf	C0037479
C0783334	subgroupOf	C0008161
C3817145	subgroupOf	C3817397
C0978721	subgroupOf	C0724636
C1965183	subgroupOf	C0874161
C0981291	subgroupOf	C0525133
C0976984	subgroupOf	C0700567
C0688978	subgroupOf	C0017970
C0542735	subgroupOf	C0006931
C1165137	subgroupOf	C0299792
C0688903	subgroupOf	C0016360
C1168726	subgroupOf	C0754659
C2979212	subgroupOf	C0350422
C0974341	subgroupOf	C0002645
C0979047	subgroupOf	C0132776
C0785570	subgroupOf	C0036079
C1509488	subgroupOf	C0060926
C3556746	subgroupOf	C0054094
C4056550	subgroupOf	C0006405
C0979732	subgroupOf	C0032912
C1694893	subgroupOf	C0073393
C2731800	subgroupOf	C0117996
C0872660	subgroupOf	C0041536
C3667589	subgroupOf	C3661282
C0977595	subgroupOf	C0020268
C0981593	subgroupOf	C0026187
C0688351	subgroupOf	C0055856
C1532849	subgroupOf	C0657912
C4048365	subgroupOf	C0016860
C1653612	subgroupOf	C0076823
C0687817	subgroupOf	C0002333
C0774438	subgroupOf	C0071002
C0979544	subgroupOf	C0770456
C4293389	subgroupOf	C1667052
C0974925	subgroupOf	C0005088
C0780878	subgroupOf	C0032831
C0979929	subgroupOf	C0034415
C0793160	subgroupOf	C0060282
C4319949	subgroupOf	C1619629
C2927777	subgroupOf	C0009079
C0543410	subgroupOf	C0062527
C0978494	subgroupOf	C0721688
C0976897	subgroupOf	C0060276
C0979208	subgroupOf	C0282274
C4519790	subgroupOf	C0173083
C0937544	subgroupOf	C0061851
C3834410	subgroupOf	C0005088
C1164881	subgroupOf	C0913246
C1168689	subgroupOf	C0001927
C0974349	subgroupOf	C0002645
C0690724	subgroupOf	C0700468
C1363202	subgroupOf	C2350089
C1620746	subgroupOf	C0700596
C0980410	subgroupOf	C0038745
C1163190	subgroupOf	C0016374
C1562105	subgroupOf	C0054094
C0977338	subgroupOf	C0018318
C0980025	subgroupOf	C0297635
C1828641	subgroupOf	C0538927
C3864337	subgroupOf	C0546868
C3817393	subgroupOf	C0000378
C0709771	subgroupOf	C0700579
C0976327	subgroupOf	C0012010
C2954903	subgroupOf	C0304430
C0776194	subgroupOf	C0002680
C2962555	subgroupOf	C2962546
C0776374	subgroupOf	C0022487
C1693433	subgroupOf	C0700596
C2240973	subgroupOf	C1328071
C0981715	subgroupOf	C0649350
C0976892	subgroupOf	C0060276
C0977207	subgroupOf	C0017861
C1164830	subgroupOf	C0937950
C0872617	subgroupOf	C1113707
C0690669	subgroupOf	C0145932
C0774284	subgroupOf	C0282275
C2920493	subgroupOf	C0041660
C3714817	subgroupOf	C0066814
C0977723	subgroupOf	C0020811
C0975876	subgroupOf	C0009217
C4292775	subgroupOf	C0700549
C0977490	subgroupOf	C0062923
C0980009	subgroupOf	C0166025
C0979353	subgroupOf	C0030858
C0975734	subgroupOf	C0546860
C2960922	subgroupOf	C1164676
C0689275	subgroupOf	C0022252
C0691752	subgroupOf	C0147008
C0976857	subgroupOf	C0015620
C0978321	subgroupOf	C0024477
C0976357	subgroupOf	C0012133
C0977132	subgroupOf	C0977132
C0978649	subgroupOf	C0026056
C0693263	subgroupOf	C0068771
C2723060	subgroupOf	C0005088
C0978223	subgroupOf	C0065374
C0688354	subgroupOf	C0008947
C4477681	subgroupOf	C4056439
C0778350	subgroupOf	C0037494
C0778070	subgroupOf	C0021741
C1365428	subgroupOf	C0282051
C0358097	subgroupOf	C0005088
C0688255	subgroupOf	C0008273
C1995694	subgroupOf	C0700580
C0980722	subgroupOf	C0040193
C3692750	subgroupOf	C0546868
C0979835	subgroupOf	C0242451
C0692015	subgroupOf	C0087162
C0979442	subgroupOf	C0031412
C1164893	subgroupOf	C1099456
C1965986	subgroupOf	C0772054
C0976129	subgroupOf	C0011777
C0689939	subgroupOf	C0031184
C0939610	subgroupOf	C0169964
C0979169	subgroupOf	C0029983
C0975631	subgroupOf	C0055573
C0976071	subgroupOf	C0010977
C0355979	subgroupOf	C0007538
C1363288	subgroupOf	C0058731
C0976361	subgroupOf	C0012133
C0690705	subgroupOf	C0042291
C0710846	subgroupOf	C0014277
C0689815	subgroupOf	C0028420
C0981555	subgroupOf	C0065374
C0691427	subgroupOf	C0060277
C4082671	subgroupOf	C0006711
C0976383	subgroupOf	C0012265
C1319729	subgroupOf	C1176316
C0978965	subgroupOf	C0027996
C1276177	subgroupOf	C0062527
C0689704	subgroupOf	C0027302
C0691039	subgroupOf	C0038745
C0688247	subgroupOf	C0132182
C0978863	subgroupOf	C0209368
C1164168	subgroupOf	C0040341
C0774430	subgroupOf	C0106169
C1965285	subgroupOf	C0546869
C0688059	subgroupOf	C0006376
C1160743	subgroupOf	C0036079
C0977306	subgroupOf	C0018305
C2723533	subgroupOf	C0541154
C0981742	subgroupOf	C0038633
C0693888	subgroupOf	C0036442
C0691431	subgroupOf	C0060277
C0774141	subgroupOf	C0022614
C0981766	subgroupOf	C0040979
C0774351	subgroupOf	C0004057
C0688830	subgroupOf	C0015043
C3248000	subgroupOf	C1739768
C3887838	subgroupOf	C0037494
C4475457	subgroupOf	C3661315
C1349188	subgroupOf	C0012133
C0705989	subgroupOf	C0066535
C4048374	subgroupOf	C4048373
C1321195	subgroupOf	C0361215
C0974853	subgroupOf	C0005026
C0689728	subgroupOf	C0027396
C0689112	subgroupOf	C0020268
C4058224	subgroupOf	C3490795
C0687875	subgroupOf	C0700523
C1168653	subgroupOf	C0171023
C0693280	subgroupOf	C0700563
C0690123	subgroupOf	C0032952
C1319724	subgroupOf	C0028978
C0793446	subgroupOf	C0036079
C0688592	subgroupOf	C0282133
C2718950	subgroupOf	C0006230
C0978428	subgroupOf	C0353148
C3265225	subgroupOf	C0002475
C0872808	subgroupOf	C0771648
C3859170	subgroupOf	C0298067
C1123031	subgroupOf	C0053792
C0978513	subgroupOf	C0282233
C2979850	subgroupOf	C0087000
C4490167	subgroupOf	C2828290
C2682377	subgroupOf	C0039771
C0977344	subgroupOf	C0018546
C0689908	subgroupOf	C0030800
C0978874	subgroupOf	C0068334
C0693958	subgroupOf	C0288171
C3883284	subgroupOf	C1113707
C0689964	subgroupOf	C0242430
C2365898	subgroupOf	C0024002
C4058233	subgroupOf	C3490795
C0698116	subgroupOf	C0039771
C1276165	subgroupOf	C0065864
C0690468	subgroupOf	C0546879
C1697875	subgroupOf	C1699236
C0691592	subgroupOf	C0024477
C1572653	subgroupOf	C0038143
C0361231	subgroupOf	C0085149
C0980673	subgroupOf	C0039943
C0995020	subgroupOf	C0039601
C3537010	subgroupOf	C0023660
C3281525	subgroupOf	C0282304
C3464174	subgroupOf	C2698280
C0690584	subgroupOf	C0040233
C3871612	subgroupOf	C0700583
C0773054	subgroupOf	C0108111
C0982702	subgroupOf	C0012319
C0980962	subgroupOf	C0078569
C0979228	subgroupOf	C0000665
C1587940	subgroupOf	C0022180
C1724245	subgroupOf	C0282275
C1321180	subgroupOf	C1176309
C0980361	subgroupOf	C0164662
C0705213	subgroupOf	C0036079
C0705714	subgroupOf	C0008223
C4522647	subgroupOf	C4522647
C2930294	subgroupOf	C1113707
C0980089	subgroupOf	C0036079
C0975669	subgroupOf	C0008783
C2727014	subgroupOf	C0171023
C0975598	subgroupOf	C0546857
C0688468	subgroupOf	C0175158
C1724162	subgroupOf	C1144149
C0978510	subgroupOf	C0721688
C2740393	subgroupOf	C0282369
C0690622	subgroupOf	C0040866
C0689077	subgroupOf	C0020261
C0975465	subgroupOf	C0724549
C0690424	subgroupOf	C0036078
C1329185	subgroupOf	C0546869
C0691184	subgroupOf	C0005059
C3871504	subgroupOf	C0022322
C0793347	subgroupOf	C0015043
C0779932	subgroupOf	C0032857
C0937519	subgroupOf	C0700444
C4082633	subgroupOf	C0008402
C0975454	subgroupOf	C0007737
C0976772	subgroupOf	C0014938
C0979916	subgroupOf	C0123091
C4475882	subgroupOf	C4475875
C3265349	subgroupOf	C0040134
C0979849	subgroupOf	C0282321
C1445872	subgroupOf	C1099664
C0976951	subgroupOf	C0016298
C0874617	subgroupOf	C0700563
C0691633	subgroupOf	C0027996
C0979894	subgroupOf	C0034235
C1948923	subgroupOf	C0771774
C1968000	subgroupOf	C0066700
C0980879	subgroupOf	C0242525
C0788679	subgroupOf	C0054201
C4048922	subgroupOf	C0066814
C4059372	subgroupOf	C1832049
C4049015	subgroupOf	C0546869
C2316591	subgroupOf	C0700473
C3257438	subgroupOf	C1144149
C0689116	subgroupOf	C0020268
C0713546	subgroupOf	C0700579
C1967874	subgroupOf	C0004906
C3666907	subgroupOf	C0010583
C0937712	subgroupOf	C0171023
C3495649	subgroupOf	C0028040
C0772509	subgroupOf	C0012265
C1346259	subgroupOf	C0002371
C3883331	subgroupOf	C0700451
C0978504	subgroupOf	C0721688
C0693255	subgroupOf	C0043474
C4519800	subgroupOf	C0173083
C0689291	subgroupOf	C0282213
C2316500	subgroupOf	C2316497
C0974913	subgroupOf	C0005088
C1346181	subgroupOf	C0041942
C1591600	subgroupOf	C0032950
C0980035	subgroupOf	C0244821
C0977942	subgroupOf	C0022176
C0979421	subgroupOf	C0700555
C0974193	subgroupOf	C0002371
C0688925	subgroupOf	C0016374
C0980980	subgroupOf	C0700468
C1613977	subgroupOf	C0657912
C2240971	subgroupOf	C1328071
C0688498	subgroupOf	C0011777
C0980566	subgroupOf	C0039771
C0978610	subgroupOf	C0724633
C0691968	subgroupOf	C0304426
C0690959	subgroupOf	C0020740
C0975162	subgroupOf	C0006681
C1331655	subgroupOf	C4521099
C0708314	subgroupOf	C0244713
C3201538	subgroupOf	C0147008
C4082806	subgroupOf	C0024730
C1735407	subgroupOf	C0008318
C0775461	subgroupOf	C0032857
C0689018	subgroupOf	C0062092
C0976166	subgroupOf	C0011810
C0974335	subgroupOf	C0002645
C2370474	subgroupOf	C0065180
C4048360	subgroupOf	C0700606
C0789646	subgroupOf	C0005059
C0980226	subgroupOf	C0037494
C3859341	subgroupOf	C2930789
C0980705	subgroupOf	C0040134
C1711862	subgroupOf	C0134394
C1630659	subgroupOf	C0008947
C1948318	subgroupOf	C1703334
C0688806	subgroupOf	C0717752
C0975171	subgroupOf	C0006681
C0688483	subgroupOf	C0011705
C0973757	subgroupOf	C0000970
C0938765	subgroupOf	C0700465
C1360128	subgroupOf	C0006700
C0688575	subgroupOf	C0012093
C0979666	subgroupOf	C0137996
C0981734	subgroupOf	C0072980
C0978376	subgroupOf	C0065865
C2937824	subgroupOf	C0546869
C0982601	subgroupOf	C0023610
C0975748	subgroupOf	C0009074
C1273274	subgroupOf	C0006674
C0976012	subgroupOf	C0042845
C0975237	subgroupOf	C0006949
C1329012	subgroupOf	C0913469
C1148556	subgroupOf	C0032950
C0978896	subgroupOf	C0027368
C1813150	subgroupOf	C0015846
C0690291	subgroupOf	C0035608
C2723104	subgroupOf	C0041942
C0981739	subgroupOf	C0169964
C1711930	subgroupOf	C1170743
C1162189	subgroupOf	C0037508
C4282115	subgroupOf	C0980948
C2343909	subgroupOf	C0058731
C0938766	subgroupOf	C0700465
C0794777	subgroupOf	C0054201
C1351678	subgroupOf	C0026056
C0980550	subgroupOf	C0039644
C0978884	subgroupOf	C0027324
C0705112	subgroupOf	C0016610
C1964988	subgroupOf	C1699236
C0975426	subgroupOf	C0007562
C0974996	subgroupOf	C0053792
C0694301	subgroupOf	C0033228
C3475343	subgroupOf	C0032952
C0783083	subgroupOf	C0036442
C0981139	subgroupOf	C0376218
C0976783	subgroupOf	C0795604
C0692662	subgroupOf	C0030072
C0873969	subgroupOf	C0025815
C1165061	subgroupOf	C0971579
C0978495	subgroupOf	C0721688
C0979168	subgroupOf	C0029983
C0976710	subgroupOf	C0014806
C3503490	subgroupOf	C0060501
C0773522	subgroupOf	C0042874
C0975700	subgroupOf	C0110059
C0976124	subgroupOf	C0057598
C1996395	subgroupOf	C1328071
C0689109	subgroupOf	C0063079
C0975427	subgroupOf	C0007562
C0689338	subgroupOf	C0023570
C0977944	subgroupOf	C0022176
C0976958	subgroupOf	C0016299
C3496798	subgroupOf	C3496793
C1164735	subgroupOf	C0216784
C4490177	subgroupOf	C2828290
C0688315	subgroupOf	C0008294
C0981134	subgroupOf	C0376218
C0709722	subgroupOf	C0039771
C0975420	subgroupOf	C0007562
C0974791	subgroupOf	C0982034
C0979945	subgroupOf	C0034665
C0977337	subgroupOf	C0018318
C0688171	subgroupOf	C0060400
C0785915	subgroupOf	C0018242
C0691143	subgroupOf	C0004057
C4082214	subgroupOf	C0025815
C0691899	subgroupOf	C0041942
C0709793	subgroupOf	C0700579
C2370143	subgroupOf	C0041942
C0693016	subgroupOf	C0600296
C0981604	subgroupOf	C0028040
C0979269	subgroupOf	C0030350
C0980321	subgroupOf	C0143083
C0975678	subgroupOf	C0008809
C0692805	subgroupOf	C0008318
C0694210	subgroupOf	C0246689
C0936191	subgroupOf	C0887621
C0690859	subgroupOf	C0085149
C0785030	subgroupOf	C0043491
C0976765	subgroupOf	C0059623
C0980755	subgroupOf	C0040379
C0703089	subgroupOf	C0029994
C0776134	subgroupOf	C0038432
C0689108	subgroupOf	C0063079
C0689557	subgroupOf	C0025741
C4529470	subgroupOf	C0117996
C0872757	subgroupOf	C0873119
C1165047	subgroupOf	C0537147
C1176487	subgroupOf	C0009074
C0689716	subgroupOf	C0355800
C0980605	subgroupOf	C0039771
C0689518	subgroupOf	C0025631
C0690022	subgroupOf	C0031935
C0689225	subgroupOf	C0012341
C0688227	subgroupOf	C0008161
C1591024	subgroupOf	C0007557
C0981444	subgroupOf	C0016365
C0980926	subgroupOf	C0041942
C1298316	subgroupOf	C0022957
C0981426	subgroupOf	C0002260
C1164978	subgroupOf	C0386393
C0783076	subgroupOf	C0596005
C4048885	subgroupOf	C0353148
C2584497	subgroupOf	C0127615
C0978366	subgroupOf	C0282227
C0975380	subgroupOf	C0007557
C0689643	subgroupOf	C0026256
C1628395	subgroupOf	C1135135
C0978728	subgroupOf	C0066814
C0974827	subgroupOf	C0301370
C0775753	subgroupOf	C0357797
C0693739	subgroupOf	C0245514
C0712708	subgroupOf	C0024467
C0693889	subgroupOf	C0209368
C0690599	subgroupOf	C0085237
C3817479	subgroupOf	C0000618
C0979116	subgroupOf	C0061851
C0977343	subgroupOf	C0018546
C3817071	subgroupOf	C0011810
C0704128	subgroupOf	C0035527
C0690439	subgroupOf	C0039468
C0978384	subgroupOf	C0083381
C0975401	subgroupOf	C0055014
C0688486	subgroupOf	C0011707
C4281842	subgroupOf	C3854019
C0356217	subgroupOf	C0022209
C3692742	subgroupOf	C0546868
C0688805	subgroupOf	C0717752
C0979718	subgroupOf	C0772054
C3264741	subgroupOf	C1099776
C0978917	subgroupOf	C0886658
C4275539	subgroupOf	C2343921
C3183457	subgroupOf	C0020823
C4281833	subgroupOf	C3854019
C0974245	subgroupOf	C0030125
C1178607	subgroupOf	C0796545
C0687888	subgroupOf	C0002644
C4282056	subgroupOf	C0037494
C2955381	subgroupOf	C0004963
C0994450	subgroupOf	C0039771
C0980134	subgroupOf	C3489575
C0981377	subgroupOf	C0008161
C0691537	subgroupOf	C0020268
C0690643	subgroupOf	C0040879
C2710455	subgroupOf	C0073374
C0704302	subgroupOf	C0008168
C2370761	subgroupOf	C1455035
C0688393	subgroupOf	C0009079
C3536346	subgroupOf	C0350422
C4541831	subgroupOf	C0017890
C0702471	subgroupOf	C0015011
C4048418	subgroupOf	C0027680
C4083407	subgroupOf	C1699861
C0793402	subgroupOf	C0009217
C1168660	subgroupOf	C0257685
C0352509	subgroupOf	C0016299
C0688021	subgroupOf	C0005308
C0780234	subgroupOf	C0700579
C0689117	subgroupOf	C0020268
C0980110	subgroupOf	C0036442
C3833527	subgroupOf	C0282356
C0979114	subgroupOf	C0353940
C0982780	subgroupOf	C0087163
C1591548	subgroupOf	C0036079
C0976414	subgroupOf	C0012381
C1164736	subgroupOf	C0216784
C0688912	subgroupOf	C0016366
C0981188	subgroupOf	C0724725
C3497043	subgroupOf	C0541315
C0703374	subgroupOf	C0037556
C3247920	subgroupOf	C2931926
C0774387	subgroupOf	C0700549
C1168688	subgroupOf	C0001927
C0979805	subgroupOf	C0033399
C2719334	subgroupOf	C2000088
C0980163	subgroupOf	C0037129
C0691377	subgroupOf	C1113707
C0978404	subgroupOf	C0025368
C3499532	subgroupOf	C2980094
C0978512	subgroupOf	C0282233
C2684300	subgroupOf	C0008809
C0690618	subgroupOf	C0040864
C3888048	subgroupOf	C0058731
C0688053	subgroupOf	C0546853
C0689386	subgroupOf	C0085217
C0980042	subgroupOf	C0771826
C0979452	subgroupOf	C0031412
C0978059	subgroupOf	C0699440
C1878257	subgroupOf	C0031412
C0975418	subgroupOf	C0007562
C0791272	subgroupOf	C0103049
C0872810	subgroupOf	C0772200
C0976519	subgroupOf	C0114771
C3864340	subgroupOf	C0546868
C0982828	subgroupOf	C0031379
C1445873	subgroupOf	C1099664
C0978722	subgroupOf	C0724636
C4048445	subgroupOf	C0700481
C0975147	subgroupOf	C0006681
C3264668	subgroupOf	C1099776
C0690746	subgroupOf	C0376218
C0689921	subgroupOf	C0700553
C3268226	subgroupOf	C0165032
C0692427	subgroupOf	C0546882
C4048373	subgroupOf	C0020268
C0980678	subgroupOf	C0039955
C0976942	subgroupOf	C0086303
C1342543	subgroupOf	C0520458
C3153170	subgroupOf	C0032952
C0980863	subgroupOf	C0041090
C1329180	subgroupOf	C0291772
C0688020	subgroupOf	C0005308
C0689310	subgroupOf	C0064326
C0689587	subgroupOf	C0025826
C0980799	subgroupOf	C0282369
C0786450	subgroupOf	C0031954
C0978521	subgroupOf	C0066101
C0688424	subgroupOf	C0010525
C3255415	subgroupOf	C0015846
C3854985	subgroupOf	C3179535
C2718941	subgroupOf	C0282131
C1168824	subgroupOf	C0050940
C0980497	subgroupOf	C0076107
C1165144	subgroupOf	C0299792
C0689187	subgroupOf	C0304368
C1177190	subgroupOf	C3489575
C1164784	subgroupOf	C0077768
C0589752	subgroupOf	C0016298
C3883466	subgroupOf	C3853822
C0689577	subgroupOf	C0025815
C3820048	subgroupOf	C2974521
C0594669	subgroupOf	C0014912
C3667566	subgroupOf	C0005088
C0977744	subgroupOf	C0021246
C0978596	subgroupOf	C0025826
C1358930	subgroupOf	C0073374
C0980635	subgroupOf	C0039840
C0979252	subgroupOf	C0144576
C2962561	subgroupOf	C2962546
C0979802	subgroupOf	C0033399
C0978145	subgroupOf	C0079691
C0691098	subgroupOf	C0000970
C0976556	subgroupOf	C0058731
C0980640	subgroupOf	C0039840
C1965147	subgroupOf	C0169964
C0938274	subgroupOf	C0937916
C0690154	subgroupOf	C0033229
C1602836	subgroupOf	C0028978
C0980609	subgroupOf	C0039771
C0978013	subgroupOf	C0064113
C0974187	subgroupOf	C0102840
C0994974	subgroupOf	C0237417
C0691807	subgroupOf	C0036079
C0980782	subgroupOf	C0040778
C0694024	subgroupOf	C0050393
C1145698	subgroupOf	C0039771
C0691267	subgroupOf	C0006699
C2366225	subgroupOf	C0546869
C1328993	subgroupOf	C0700545
C0691250	subgroupOf	C0006681
C0709710	subgroupOf	C0039771
C0691161	subgroupOf	C0052657
C0981751	subgroupOf	C0039840
C0688360	subgroupOf	C0008947
C1644174	subgroupOf	C0055895
C0981801	subgroupOf	C0380393
C3855251	subgroupOf	C1144403
C0978712	subgroupOf	C0066700
C0973827	subgroupOf	C0165631
C0975107	subgroupOf	C0054436
C4057002	subgroupOf	C0043832
C0991662	subgroupOf	C0009137
C0694108	subgroupOf	C0540776
C0981186	subgroupOf	C0380393
C0689845	subgroupOf	C0061851
C2746098	subgroupOf	C0004521
